"originalWord","lemma","strong","book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTextFrequency","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"λέγουσιν","λέγω","G30040","luk","20","41","5","λέγουσιν",1,0,"they say that",3,0,"λέγουσιν = they say that",0.017,"For λέγουσιν - Specific alignment ""λέγουσιν = they say that"" used infrequently: 1.7% out of 59 total alignments, threshold 5%","","","",""
"Κυρίῳ","κύριος","G29620","luk","20","42","10","τῷ Κυρίῳ",2,0,"to",1,0,"τῷ Κυρίῳ = to",0.035,"For Κυρίῳ - Specific alignment ""τῷ Κυρίῳ = to"" used infrequently: 3.5% out of 113 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","luk","20","8","5","λέγω",1,0,"will",1,0,"λέγω = will",0.013,"For λέγω - Specific alignment ""λέγω = will"" used infrequently: 1.3% out of 225 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","luk","20","8","7","λέγω",1,0,"tell",1,0,"λέγω = tell",0.022,"For λέγω - Specific alignment ""λέγω = tell"" used infrequently: 2.2% out of 225 total alignments, threshold 5%","","","",""
"ἐθνῶν","ἔθνος","G14840","luk","21","25","11","ἐθνῶν",1,0,"of nations",2,0,"ἐθνῶν = of nations",0.02,"For ἐθνῶν - Specific alignment ""ἐθνῶν = of nations"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","21","29","1","εἶπεν",1,0,"he spoke",2,0,"εἶπεν = he spoke",0.007,"For εἶπεν - Specific alignment ""εἶπεν = he spoke"" used infrequently: 0.7% out of 606 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","22","10","2","εἶπεν",1,0,"answered",1,0,"εἶπεν = answered",0.002,"For εἶπεν - Specific alignment ""εἶπεν = answered"" used infrequently: 0.2% out of 606 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","22","24","1","ἐγένετο",1,0,"there happened",2,0,"ἐγένετο = there happened",0.005,"For ἐγένετο - Specific alignment ""ἐγένετο = there happened"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"δώδεκα","δώδεκα","G14270","luk","22","3","12","δώδεκα",1,0,"of",1,0,"δώδεκα = of",0.026,"For δώδεκα - Specific alignment ""δώδεκα = of"" used infrequently: 2.6% out of 77 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","22","34","2","εἶπεν",1,0,"replied",1,0,"εἶπεν = replied",0.012,"For εἶπεν - Specific alignment ""εἶπεν = replied"" used infrequently: 1.2% out of 606 total alignments, threshold 5%","","","",""
"δώδεκα","δώδεκα","G14270","luk","22","47","12","δώδεκα",1,0,"of",1,0,"δώδεκα = of",0.026,"For δώδεκα - Specific alignment ""δώδεκα = of"" used infrequently: 2.6% out of 77 total alignments, threshold 5%","","","",""
"Ἰησοῦ","Ἰησοῦς","G24240","luk","22","47","19","τῷ Ἰησοῦ",2,0,"to Jesus",2,0,"τῷ Ἰησοῦ = to Jesus",0.018,"For Ἰησοῦ - Specific alignment ""τῷ Ἰησοῦ = to Jesus"" used infrequently: 1.8% out of 333 total alignments, threshold 5%","","","",""
"ἔλεγον","λέγω","G30040","luk","22","65","1","ἔλεγον",1,0,"they spoke",2,0,"ἔλεγον = they spoke",0.013,"For ἔλεγον - Specific alignment ""ἔλεγον = they spoke"" used infrequently: 1.3% out of 80 total alignments, threshold 5%","","","",""
"εἶπαν","λέγω","G30040","luk","22","70","1","εἶπαν",1,0,"they",1,0,"εἶπαν = they",0.014,"For εἶπαν - Specific alignment ""εἶπαν = they"" used infrequently: 1.4% out of 72 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","luk","23","22","11","ἐποίησεν",1,0,"done",1,0,"ἐποίησεν = done",0.013,"For ἐποίησεν - Specific alignment ""ἐποίησεν = done"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","luk","23","22","9","ἐποίησεν",1,0,"has",1,0,"ἐποίησεν = has",0.013,"For ἐποίησεν - Specific alignment ""ἐποίησεν = has"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
"Ἰησοῦν","Ἰησοῦς","G24240","luk","23","25","14","τὸν Ἰησοῦν",2,1,"Jesus",1,0,"τὸν Ἰησοῦν = Jesus",0.457,"","","","For Ἰησοῦν - Discontiguous original language alignment, extra words: 1, threshold 1",""
"Ἰησοῦ","Ἰησοῦς","G24240","luk","23","26","18","τοῦ Ἰησοῦ",2,0,"Jesus",1,0,"τοῦ Ἰησοῦ = Jesus",0.033,"For Ἰησοῦ - Specific alignment ""τοῦ Ἰησοῦ = Jesus"" used infrequently: 3.3% out of 333 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","luk","23","31","9","γένηται",1,0,"will happen",2,0,"γένηται = will happen",0.019,"For γένηται - Specific alignment ""γένηται = will happen"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","luk","23","33","15","ὃν μὲν",2,0,"one",1,0,"ὃν μὲν = one",0.008,"For μὲν - Specific alignment ""ὃν μὲν = one"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"λέγοντες","λέγω","G30040","luk","23","35","10","λέγοντες",1,0,"were saying",2,0,"λέγοντες = were saying",0.007,"For λέγοντες - Specific alignment ""λέγοντες = were saying"" used infrequently: 0.7% out of 149 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","luk","23","41","2","μὲν δικαίως",2,0,"justly",1,0,"μὲν δικαίως = justly",0.008,"For μὲν - Specific alignment ""μὲν δικαίως = justly"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","luk","23","56","7","μὲν Σάββατον",2,0,"on",1,0,"μὲν Σάββατον = on",0.008,"For μὲν - Specific alignment ""μὲν Σάββατον = on"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","luk","23","56","9","μὲν Σάββατον",2,0,"Sabbath",1,0,"μὲν Σάββατον = Sabbath",0.008,"For μὲν - Specific alignment ""μὲν Σάββατον = Sabbath"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"ἔλεγον","λέγω","G30040","luk","24","10","15","ἔλεγον",1,0,"telling",1,0,"ἔλεγον = telling",0.013,"For ἔλεγον - Specific alignment ""ἔλεγον = telling"" used infrequently: 1.3% out of 80 total alignments, threshold 5%","","","",""
"ὄνομα","ὄνομα","G36860","luk","24","13","16","ὄνομα",1,0,"was named",2,0,"ὄνομα = was named",0.024,"For ὄνομα - Specific alignment ""ὄνομα = was named"" used infrequently: 2.4% out of 84 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","24","21","21","ἐγένετο",1,0,"happened",1,0,"ἐγένετο = happened",0.048,"For ἐγένετο - Specific alignment ""ἐγένετο = happened"" used infrequently: 4.8% out of 209 total alignments, threshold 5%","","","",""
"λέγουσιν","λέγω","G30040","luk","24","23","13","λέγουσιν",1,0,"said that",2,0,"λέγουσιν = said that",0.017,"For λέγουσιν - Specific alignment ""λέγουσιν = said that"" used infrequently: 1.7% out of 59 total alignments, threshold 5%","","","",""
"εἶπον","λέγω","G30040","luk","24","24","15","εἶπον",1,0,"had",1,0,"εἶπον = had",0.012,"For εἶπον - Specific alignment ""εἶπον = had"" used infrequently: 1.2% out of 81 total alignments, threshold 5%","","","",""
"εἶπαν","λέγω","G30040","luk","24","5","11","εἶπαν",1,0,"They said",2,0,"εἶπαν = They said",0.014,"For εἶπαν - Specific alignment ""εἶπαν = They said"" used infrequently: 1.4% out of 72 total alignments, threshold 5%","","","",""
"δεῖ","δέω","G12100","luk","24","7","2","δεῖ",1,0,"it is necessary for",4,0,"δεῖ = it is necessary for",0.038,"For δεῖ - Specific alignment ""δεῖ = it is necessary for"" used infrequently: 3.8% out of 79 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","luk","3","18","3","πολλὰ μὲν",2,0,"many",1,0,"πολλὰ μὲν = many",0.008,"For μὲν - Specific alignment ""πολλὰ μὲν = many"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"Ἰησοῦ","Ἰησοῦς","G24240","luk","3","29","0","τοῦ Ἰησοῦ",2,0,"of Joshua",2,0,"τοῦ Ἰησοῦ = of Joshua",0.003,"For Ἰησοῦ - Specific alignment ""τοῦ Ἰησοῦ = of Joshua"" used infrequently: 0.3% out of 333 total alignments, threshold 5%","","","",""
"πατέρα","πατήρ","G39620","luk","3","8","13","πατέρα",1,0,"as our father",3,0,"πατέρα = as our father",0.024,"For πατέρα - Specific alignment ""πατέρα = as our father"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"Πνεῦμα","πνεῦμα","G41510","luk","4","18","0","Πνεῦμα",1,0,"The Spirit",2,0,"Πνεῦμα = The Spirit",0.009,"For Πνεῦμα - Specific alignment ""Πνεῦμα = The Spirit"" used infrequently: 0.9% out of 110 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","luk","4","25","5","λέγω",1,0,"that",1,0,"λέγω = that",0.004,"For λέγω - Specific alignment ""λέγω = that"" used infrequently: 0.4% out of 225 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","luk","4","3","14","γένηται",1,0,"it might become",3,0,"γένηται = it might become",0.019,"For γένηται - Specific alignment ""γένηται = it might become"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"γενομένης","γίνομαι","G10960","luk","4","42","2","γενομένης",1,0,"it became",2,0,"γενομένης = it became",0.021,"For γενομένης - Specific alignment ""γενομένης = it became"" used infrequently: 2.1% out of 48 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","luk","5","1","9","λόγον",1,0,"to",1,0,"λόγον = to",0.015,"For λόγον - Specific alignment ""λόγον = to"" used infrequently: 1.5% out of 134 total alignments, threshold 5%","","","",""
"Κυρίου","κύριος","G29620","luk","5","17","29","Κυρίου",1,0,"from the Lord",3,0,"Κυρίου = from the Lord",0.01,"For Κυρίου - Specific alignment ""Κυρίου = from the Lord"" used infrequently: 1.0% out of 303 total alignments, threshold 5%","","","",""
"ποιῆσαι","ποιέω","G41600","luk","5","34","6","ποιῆσαι",1,0,"make",1,0,"ποιῆσαι = make",0.041,"For ποιῆσαι - Specific alignment ""ποιῆσαι = make"" used infrequently: 4.1% out of 49 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","5","36","1","ἔλεγεν",1,0,"he",1,0,"ἔλεγεν = he",0.038,"For ἔλεγεν - Specific alignment ""ἔλεγεν = he"" used infrequently: 3.8% out of 78 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","5","36","3","ἔλεγεν",1,0,"spoke",1,0,"ἔλεγεν = spoke",0.013,"For ἔλεγεν - Specific alignment ""ἔλεγεν = spoke"" used infrequently: 1.3% out of 78 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","luk","5","39","6","λέγει",1,0,"he says",2,0,"λέγει = he says",0.032,"For λέγει - Specific alignment ""λέγει = he says"" used infrequently: 3.2% out of 349 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","6","1","1","ἐγένετο",1,0,"it happened",2,0,"ἐγένετο = it happened",0.033,"For ἐγένετο - Specific alignment ""ἐγένετο = it happened"" used infrequently: 3.3% out of 209 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","6","1","4","ἐγένετο",1,0,"that",1,0,"ἐγένετο = that",0.024,"For ἐγένετο - Specific alignment ""ἐγένετο = that"" used infrequently: 2.4% out of 209 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","luk","6","10","11","ἐποίησεν",1,0,"did so",2,0,"ἐποίησεν = did so",0.013,"For ἐποίησεν - Specific alignment ""ἐποίησεν = did so"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
"Ἰησοῦ","Ἰησοῦς","G24240","luk","6","11","10","τῷ Ἰησοῦ",2,0,"to Jesus",2,0,"τῷ Ἰησοῦ = to Jesus",0.018,"For Ἰησοῦ - Specific alignment ""τῷ Ἰησοῦ = to Jesus"" used infrequently: 1.8% out of 333 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","luk","6","12","16","τοῦ Θεοῦ",2,0,"to God",2,0,"τοῦ Θεοῦ = to God",0.001,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = to God"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","luk","6","32","7","χάρις",1,0,"credit",1,0,"χάρις = credit",0.05,"For χάρις - Specific alignment ""χάρις = credit"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","luk","6","33","8","χάρις",1,0,"credit",1,0,"χάρις = credit",0.05,"For χάρις - Specific alignment ""χάρις = credit"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","luk","6","34","8","χάρις",1,0,"credit",1,0,"χάρις = credit",0.05,"For χάρις - Specific alignment ""χάρις = credit"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","6","39","1","εἶπεν",1,0,"he",1,0,"εἶπεν = he",0.01,"For εἶπεν - Specific alignment ""εἶπεν = he"" used infrequently: 1.0% out of 606 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","6","39","3","εἶπεν",1,0,"told",1,0,"εἶπεν = told",0.005,"For εἶπεν - Specific alignment ""εἶπεν = told"" used infrequently: 0.5% out of 606 total alignments, threshold 5%","","","",""
"λέγειν","λέγω","G30040","luk","6","42","2","λέγειν",1,0,"you say",2,0,"λέγειν = you say",0.024,"For λέγειν - Specific alignment ""λέγειν = you say"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"καρδίας","καρδία","G25880","luk","6","45","24","καρδίας",1,0,"of the heart",3,0,"καρδίας = of the heart",0.03,"For καρδίας - Specific alignment ""καρδίας = of the heart"" used infrequently: 3.0% out of 67 total alignments, threshold 5%","","","",""
"καρδίας","καρδία","G25880","luk","6","45","7","καρδίας",1,0,"of",1,0,"καρδίας = of",0.045,"For καρδίας - Specific alignment ""καρδίας = of"" used infrequently: 4.5% out of 67 total alignments, threshold 5%","","","",""
